index,title,id,movie,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
985,Sabotage,tm142856,MOVIE,2014,R,109,"[''drama'', ''thriller'', ''western'', ''action'', ''crime'']",['US'],tt1742334,5.7,63007,27.573,5.6
990,Life of Crime,tm178211,MOVIE,2013,R,94,"[''comedy'', ''crime'']",['US'],tt1663207,5.8,18793,15.068,5.7
991,Get on Up,tm144121,MOVIE,2014,PG-13,139,"[''drama'', ''music'']",['US'],tt2473602,6.9,24456,9.246,6.7
993,The November Man,tm151447,MOVIE,2014,R,108,"[''crime'', ''action'', ''thriller'']","[''GB'', ''US'']",tt2402157,6.3,67243,14.82,6.1
998,The Big Wedding,tm181533,MOVIE,2013,R,90,"[''comedy'', ''drama'', ''romance'']",['US'],tt1931435,5.6,49549,8.928,5.9
1002,The Battered Bastards of Baseball,tm148976,MOVIE,2014,R,80,"[''documentation'', ''sport'']",['US'],tt3445270,8,3953,6.34,7.6
1007,Bo Burnham: What.,tm162271,MOVIE,2013,,60,"[''comedy'', ''music'', ''documentation'']",['US'],tt3210258,8.3,11488,5.747,7.9
1008,The Smurfs 2,tm166628,MOVIE,2013,PG,105,"[''fantasy'', ''animation'', ''comedy'', ''family'']",['US'],tt2017020,5.3,41571,36.043,5.8
1009,Metallica: Through the Never,tm171228,MOVIE,2013,R,93,['music'],['US'],tt2172935,7.1,17433,16.923,6.8
1010,Walk of Shame,tm136601,MOVIE,2014,R,95,['comedy'],['US'],tt2463288,6,54065,20.142,5.9
1011,Search Party,tm143757,MOVIE,2014,R,93,['comedy'],['US'],tt2758904,5.6,7789,6.29,5.4
1013,Thanks for Sharing,tm71148,MOVIE,2013,R,112,"[''drama'', ''comedy'', ''romance'']",['US'],tt1932718,6.4,28204,7.824,5.9
1014,Copenhagen,tm161562,MOVIE,2014,,98,"[''drama'', ''romance'']","[''US'', ''DK'']",tt2459156,7.1,13135,6,6.7
1015,Cowspiracy: The Sustainability Secret,tm151716,MOVIE,2014,,90,['documentation'],['US'],tt4344904,8.2,24845,10.13,7.8
1017,The Haunting in Connecticut 2: Ghosts of Georgia,tm180599,MOVIE,2013,R,101,"[''horror'', ''thriller'', ''drama'']",['US'],tt1457765,5.2,17170,19.018,5.8
1019,Mike Birbiglia: My Girlfriend's Boyfriend,tm171965,MOVIE,2013,,75,"[''drama'', ''documentation'', ''comedy'', ''romance'']",['US'],tt2937390,8,3284,3.449,7.5
1020,Elena,tm185208,MOVIE,2013,PG-13,82,"[''documentation'', ''european'', ''drama'', ''family'']","[''US'', ''BR'']",tt2719278,7.6,1823,4.112,7.4
1023,Bill Burr: I'm Sorry You Feel That Way,tm149038,MOVIE,2014,,80,"[''comedy'', ''documentation'']",['US'],tt3823690,8.3,7954,6.968,7.7
1025,A Haunted House 2,tm159362,MOVIE,2014,R,86,"[''comedy'', ''horror'', ''fantasy'']",['US'],tt2828996,4.6,21514,86.877,6.1
1028,We Steal Secrets: The Story of WikiLeaks,tm172710,MOVIE,2013,R,162,['documentation'],['US'],tt1824254,6.9,7873,6.838,6.6
1030,Free Birds,tm174289,MOVIE,2013,PG,91,"[''comedy'', ''family'', ''scifi'', ''animation'']",['US'],tt1621039,5.8,23917,16.617,5.9
1031,The Square,tm187390,MOVIE,2013,,88,"[''drama'', ''history'', ''documentation'']","[''GB'', ''US'', ''EG'']",tt2486682,8.1,8949,5.613,7.8
1032,The Short Game,tm171929,MOVIE,2013,PG,100,"[''documentation'', ''sport'']",['US'],tt2466830,7.3,1518,5.747,7.3
1035,Jinxed,tm180643,MOVIE,2013,G,70,"[''fantasy'', ''comedy'', ''family'']","[''CA'', ''US'']",tt2934844,6.4,1444,7.932,6.7
1038,Company of Heroes,tm177223,MOVIE,2013,R,100,['drama'],['US'],,,,9.176,5.4
1042,Tom Segura: Completely Normal,tm152904,MOVIE,2014,,74,"[''comedy'', ''documentation'']",['US'],tt3500822,7.7,2570,3.372,7.2
1050,LEGO DC Comics Super Heroes: Batman Be-Leaguered,tm144021,MOVIE,2014,,22,"[''comedy'', ''family'', ''scifi'', ''animation'', ''action'']",['US'],tt4189294,6.5,1305,8.144,6.9
1060,Dragons: Dawn Of The Dragon Racers,tm139617,MOVIE,2014,,26,['fantasy'],['US'],,,,50.509,7.2
1063,A Fairly Odd Summer,tm158671,MOVIE,2014,G,68,"[''fantasy'', ''animation'', ''comedy'', ''family'']",['US'],tt3149536,4,533,10.552,5.9
1076,LEGO Marvel Super Heroes: Maximum Overload,tm180802,MOVIE,2013,PG,20,"[''action'', ''animation'']",['US'],,,,10.788,6.2
1080,Jim Gaffigan: Obsessed,tm151210,MOVIE,2014,,70,"[''comedy'', ''documentation'']",['US'],tt3481550,7.6,2226,4.903,7.3
1081,Mission Blue,tm149578,MOVIE,2014,PG,94,"[''documentation'', ''drama'']",['US'],tt2004304,7.9,1950,6.267,7.5
1082,From One Second to the Next,tm182534,MOVIE,2013,,34,['documentation'],['US'],,,,2.936,7.1
1083,The Meaning of Monty Python,tm360904,MOVIE,2013,,60,['documentation'],['US'],,,,3.738,7.5
1091,Mitt,tm153055,MOVIE,2014,,93,"[''documentation'', ''family'']",['US'],tt3336722,6.9,2579,3.769,6.3
1098,Sniper: Legacy,tm140334,MOVIE,2014,R,94,"[''thriller'', ''european'']",['US'],,,,12.202,6
1110,Jim Jefferies: Bare,tm149914,MOVIE,2014,R,76,['comedy'],['US'],tt3958494,8,5407,7.515,7.5
1113,Imperial Dreams,tm140911,MOVIE,2014,,87,['drama'],['US'],tt3331028,6.7,4452,7.323,6.5
1115,Silent,tm137379,MOVIE,2014,,3,"[''animation'', ''family'', ''action'']",['US'],,,,2.956,7
1118,Print the Legend,tm158436,MOVIE,2014,,100,"[''documentation'', ''drama'', ''history'']",['US'],tt3703872,7,1967,5.218,6.7
1124,BoJack Horseman Christmas Special,tm458034,MOVIE,2014,,25,[],['US'],,,,1.566,7.1
1125,Aziz Ansari: Buried Alive,tm175954,MOVIE,2013,,79,"[''comedy'', ''documentation'']",['US'],tt2836450,7.2,3980,6.539,7
1126,Marc Maron: Thinky Pain,tm182227,MOVIE,2013,,90,['comedy'],['US'],tt3004634,7.3,1876,4.861,7.2
1131,Free to Play,tm151860,MOVIE,2014,,75,"[''documentation'', ''action'']","[''UA'', ''US'', ''CN'', ''DE'', ''SG'']",tt3203290,7.9,13308,8.3,7
3307,Five Feet Apart,tm417416,MOVIE,2019,PG-13,116,"[''romance'', ''drama'']",['US'],tt6472976,7.2,61878,61.598,8.3
1132,"The Other One: The Long, Strange Trip of Bob Weir",tm139922,MOVIE,2014,,85,"[''music'', ''documentation'']",['US'],tt3692768,7.3,1649,3.199,7.3
1138,Ralphie May: Imperfectly Yours,tm215339,MOVIE,2013,,69,"[''comedy'', ''documentation'']",['US'],tt3219820,5.4,150,2.497,4.9
1148,SampleThis,tm185736,MOVIE,2013,,85,"[''documentation'', ''music'']",['US'],tt2407418,6.4,466,3.188,6.6
1149,The War Against Women,tm460055,MOVIE,2013,,62,"[''documentation'', ''war'']","[''US'', ''ES'']",tt3856034,7.3,74,2.699,6.3
1153,Mars at Sunrise,tm162259,MOVIE,2014,,75,['drama'],['US'],tt2714424,7.8,43,1.215,
1158,100 Things to Do Before High School,tm132675,MOVIE,2014,,44,[],['US'],,,,0.0094417458789051,
1173,My Own Man,tm202914,MOVIE,2014,,82,"[''drama'', ''comedy'', ''family'', ''documentation'']",['US'],tt3812618,6.4,445,3.493,7
1178,Chelsea Handler: Uganda Be Kidding Me Live,tm155507,MOVIE,2014,,71,['comedy'],['US'],tt4079776,5.8,1165,3.445,6.4
1179,Wyatt Cenac: Brooklyn,tm159701,MOVIE,2014,,67,['comedy'],['US'],tt4286560,6.3,228,2.08,6.2
1183,D.L. Hughley: Clear,tm149541,MOVIE,2014,,59,['comedy'],['US'],tt3589494,6.9,249,2.807,6.6
1198,Sommore: Chandelier Status,tm188108,MOVIE,2013,,75,['comedy'],['US'],tt3012832,6.6,95,0.995,7
1199,E-Team,tm147405,MOVIE,2014,,88,"[''documentation'', ''war'']",['US'],tt3458282,7.1,873,3.108,6
1205,Todd Glass Talks About Stuff,tm177376,MOVIE,2013,,46,['comedy'],['US'],,,,1.4,
1209,Doctor Bello,tm176553,MOVIE,2013,,95,"[''drama'', ''action'']","[''NG'', ''US'']",tt2723358,4.8,54,1.879,6
1231,Hell or High Water,tm243100,MOVIE,2016,R,102,"[''western'', ''thriller'', ''action'', ''crime'', ''drama'']",['US'],tt2582782,7.6,224900,27.45,7.3
1234,It Follows,tm150928,MOVIE,2015,R,101,"[''horror'', ''thriller'']",['US'],tt3235888,6.8,233165,278.419,6.6
1241,Kung Fu Panda 3,tm120108,MOVIE,2016,PG,95,"[''comedy'', ''animation'', ''action'', ''family'', ''fantasy'', ''drama'']","[''US'', ''CN'']",tt2267968,7.1,152791,73.412,6.9
1242,Ouija: Origin of Evil,tm206698,MOVIE,2016,PG-13,99,"[''thriller'', ''horror'', ''drama'']",['US'],tt4361050,5.3,6,40.822,6.1
1244,Nocturnal Animals,tm239727,MOVIE,2016,R,115,"[''drama'', ''thriller'']",['US'],tt4551306,7.5,264884,54.29,7.5
1245,The Gift,tm199607,MOVIE,2015,R,108,"[''thriller'', ''drama'', ''documentation'']","[''AU'', ''US'']",tt4178092,7.1,151679,11.328,6.7
1249,War Dogs,tm204163,MOVIE,2016,R,114,"[''crime'', ''drama'', ''comedy'', ''war'']",['US'],tt2005151,7.1,208185,59.104,6.9
1250,Blackhat,tm135307,MOVIE,2015,R,133,"[''thriller'', ''action'', ''crime'']",['US'],tt2717822,5.4,58192,57.038,5.4
1253,The Hateful Eight,tm138905,MOVIE,2015,R,188,"[''western'', ''crime'', ''drama'', ''thriller'']",['US'],tt3460252,7.8,570138,23.205,7.7
1254,Crimson Peak,tm137693,MOVIE,2015,R,119,"[''thriller'', ''drama'', ''horror'', ''romance'', ''fantasy'']",['US'],tt2554274,6.5,143899,23.276,6.6
1257,Tangerine,tm136465,MOVIE,2015,R,87,"[''comedy'', ''drama'', ''crime'']",['US'],tt3824458,7.1,31385,8.572,7
1259,Legend,tm195209,MOVIE,2015,R,132,"[''thriller'', ''crime'', ''drama'', ''european'']","[''US'', ''FR'', ''GB'']",tt3569230,6.9,175273,72.35,7
1267,"Hail, Caesar!",tm120609,MOVIE,2016,PG-13,106,"[''drama'', ''comedy'', ''music'']",['US'],tt0475290,6.3,132821,10.97,5.9
1271,The Edge of Seventeen,tm233377,MOVIE,2016,R,104,"[''comedy'', ''drama'']",['US'],tt1878870,7.3,120488,27.428,7.2
1273,Steve Jobs,tm193769,MOVIE,2015,R,122,['drama'],"[''GB'', ''US'']",tt3565344,7.2,166288,13.009,6.8
1280,London Has Fallen,tm143984,MOVIE,2016,R,99,"[''thriller'', ''crime'', ''drama'', ''action'']","[''BG'', ''GB'', ''US'']",tt3300542,5.9,155997,36.762,6.1
1281,Mr. Right,tm212927,MOVIE,2016,R,95,"[''comedy'', ''romance'', ''action'']",['US'],tt2091935,6.3,55118,18.043,6.4
1284,Chappie,tm143085,MOVIE,2015,R,120,"[''scifi'', ''drama'', ''thriller'', ''action'', ''crime'']","[''MX'', ''ZA'', ''US'']",tt1823672,6.8,247192,110.843,6.8
1285,Christine,tm209987,MOVIE,2016,R,115,['drama'],['US'],tt4666726,6.9,14977,8.408,6.8
1290,Hush,tm239676,MOVIE,2016,R,82,"[''horror'', ''thriller'']",['US'],tt5022702,6.6,123667,12.617,6.7
1293,The Conjuring 2,tm138297,MOVIE,2016,R,134,"[''thriller'', ''horror'', ''drama'']",['US'],tt3065204,7.3,260693,171.543,7.3
1296,Unfriended,tm134791,MOVIE,2015,R,82,"[''thriller'', ''horror'', ''drama'']",['US'],tt3901018,5.5,73854,22.647,5.5
1300,In a Valley of Violence,tm135106,MOVIE,2016,R,104,"[''thriller'', ''western'', ''drama'', ''crime'', ''action'']",['US'],tt3608930,6,18452,18.124,6
1303,"Hello, My Name Is Doris",tm196125,MOVIE,2015,R,95,"[''romance'', ''comedy'', ''drama'']",['US'],tt3766394,6.6,20377,14.663,6.4
1307,A Monster Calls,tm196296,MOVIE,2016,PG-13,108,"[''fantasy'', ''drama'', ''thriller'', ''animation'', ''family'', ''european'']","[''ES'', ''US'', ''GB'']",tt3416532,7.5,86614,25.422,7.2
1312,Loving,tm219233,MOVIE,2016,PG-13,123,"[''drama'', ''romance'']","[''GB'', ''US'']",tt4669986,7,34139,16.292,6.7
1317,The Danish Girl,tm199700,MOVIE,2015,R,119,"[''drama'', ''romance'', ''european'']","[''DE'', ''GB'', ''US'', ''BE'', ''DK'']",tt0810819,7.1,180805,19.604,7.6
1318,He Never Died,tm200126,MOVIE,2015,R,99,"[''horror'', ''fantasy'', ''drama'', ''thriller'', ''comedy'']","[''CA'', ''US'']",tt3823012,6.4,19936,10.044,6.1
1319,Home,tm132273,MOVIE,2015,PG,95,"[''fantasy'', ''scifi'', ''comedy'', ''family'', ''animation'']",['US'],tt2224026,6.6,100705,37.237,6.8
1322,Before I Wake,tm139532,MOVIE,2016,PG-13,97,"[''drama'', ''fantasy'', ''horror'', ''thriller'']",['US'],tt3176922,6.2,45243,13.359,6.4
1324,The Fundamentals of Caring,tm219248,MOVIE,2016,R,97,"[''drama'', ''comedy'']",['US'],tt2452386,7.3,70542,10.667,7.3
1325,Winter on Fire: Ukraine's Fight for Freedom,tm220594,MOVIE,2015,,98,['documentation'],"[''UA'', ''GB'', ''US'']",tt4908644,8.3,17710,11.354,8
1327,Batman: The Killing Joke,tm239743,MOVIE,2016,R,72,"[''drama'', ''crime'', ''thriller'', ''animation'', ''action'']",['US'],tt4853102,6.4,55806,29.498,6.6
1328,Cop Car,tm138614,MOVIE,2015,R,86,"[''thriller'', ''crime'']",['US'],tt4209984,6.3,32547,10.384,5.9
1329,Bastille Day,tm205890,MOVIE,2016,R,92,"[''action'', ''drama'', ''thriller'', ''crime'']","[''US'', ''FR'', ''LU'', ''GB'']",tt4649162,6.3,42763,14.921,6.3
1330,Sinister 2,tm139841,MOVIE,2015,R,97,"[''horror'', ''thriller'']","[''GB'', ''US'', ''CA'']",tt2752772,5.3,53733,26.423,5.8
1331,Other People,tm233521,MOVIE,2016,,97,"[''comedy'', ''drama'']",['US'],tt4158876,6.8,11243,7.611,6.4
1333,13th,tm244788,MOVIE,2016,,100,"[''documentation'', ''history'', ''crime'']",['US'],tt5895028,8.2,34914,10.311,8
1334,American Ultra,tm208622,MOVIE,2015,R,96,"[''comedy'', ''action'', ''scifi'']","[''US'', ''CH'']",tt3316948,6.1,89912,15.041,6.1
1336,Spectral,tm204035,MOVIE,2016,PG-13,109,"[''scifi'', ''action'', ''thriller'']",['US'],tt2106651,6.3,58407,38.64,6.4
1342,Advantageous,tm136321,MOVIE,2015,,92,"[''scifi'', ''drama'', ''family'']",['US'],tt4209960,6.2,5378,7.157,6
1343,The Bye Bye Man,tm233465,MOVIE,2016,PG-13,96,"[''thriller'', ''fantasy'', ''horror'', ''drama'']",['US'],tt4032232,4.3,23588,22.899,5.2
1345,Beasts of No Nation,tm136257,MOVIE,2015,R,137,"[''war'', ''drama'']","[''US'', ''GH'']",tt1365050,7.7,80129,11.978,7.6
1348,Self/less,tm140843,MOVIE,2015,PG-13,116,"[''scifi'', ''thriller'', ''action'', ''drama'']",['US'],tt2157712,6.5,98127,24.934,6.4
1349,Collateral Beauty,tm238722,MOVIE,2016,PG-13,97,"[''drama'', ''romance'']",['US'],tt4682786,6.7,99053,25.719,7.3
1352,Team Foxcatcher,tm239683,MOVIE,2016,,91,"[''documentation'', ''crime'', ''history'', ''sport'']",['US'],tt5598216,7.3,6496,8.626,7.1
1353,"What Happened, Miss Simone?",tm147082,MOVIE,2015,,101,"[''music'', ''documentation'']",['US'],tt5108670,7.6,13703,9.586,7.5
1355,Circle,tm206512,MOVIE,2015,,87,"[''scifi'', ''thriller'', ''horror'', ''drama'', ''european'']",['US'],tt4473464,6,52925,12.217,6
1356,The Forest,tm200690,MOVIE,2016,R,95,"[''thriller'', ''scifi'', ''drama'', ''fantasy'', ''horror'']",['US'],tt3387542,4.8,42148,27.63,5.2
1357,Demonic,tm155102,MOVIE,2015,R,83,"[''thriller'', ''horror'']","[''GB'', ''US'']",tt1841642,5.3,14882,6.835,5.3
1361,Barry,tm245378,MOVIE,2016,,104,['drama'],['US'],tt5477566,5.9,7116,10.953,5.8
1367,Frank & Lola,tm138672,MOVIE,2016,,88,"[''drama'', ''romance'', ''thriller'', ''crime'']",['US'],tt1290138,5.9,6029,9.626,5.6
1370,Blue Jay,tm253083,MOVIE,2016,,81,"[''romance'', ''drama'']",['US'],tt5912454,7.3,17033,8.648,7
1371,Bert Kreischer: The Machine,tm316731,MOVIE,2016,,70,['comedy'],['US'],tt6545220,7.6,1513,2.851,7.8
1372,ARQ,tm244403,MOVIE,2016,R,88,"[''scifi'', ''thriller'', ''action'']",['US'],tt5640450,6.3,38463,17.371,6.1
1374,Ratchet & Clank,tm139194,MOVIE,2016,PG,94,"[''action'', ''animation'', ''comedy'', ''family'', ''scifi'', ''fantasy'']","[''US'', ''CA'']",tt2870834,5.5,10764,14.238,5.8
1376,Bill Hicks: Reflections,tm235227,MOVIE,2015,,34,['documentation'],['US'],,,,0.901,6.7
1377,Pee-wee's Big Holiday,tm233317,MOVIE,2016,PG,90,"[''comedy'', ''family'']",['US'],tt0837156,6.1,7985,10.761,6.2
1383,The Young Messiah,tm123789,MOVIE,2016,PG-13,120,"[''drama'', ''fantasy'']",['US'],tt1002563,5.6,3542,20.107,6.3
1388,White Girl,tm233533,MOVIE,2016,,88,"[''drama'', ''horror'', ''crime'']",['US'],tt4134536,5.7,10646,17.452,5.7
1391,Our Brand Is Crisis,tm166321,MOVIE,2015,R,108,"[''comedy'', ''drama'']",['US'],tt1018765,6.1,22147,12.35,5.8
1392,The Ridiculous 6,tm214825,MOVIE,2015,PG-13,119,"[''western'', ''action'', ''comedy'']",['US'],tt2479478,4.8,47935,52.167,5.1
1393,Special Correspondents,tm238661,MOVIE,2016,PG-13,100,['comedy'],"[''US'', ''CA'', ''GB'']",tt4181052,5.8,23669,14.187,5.7
1394,Jem and the Holograms,tm142881,MOVIE,2015,PG,119,"[''fantasy'', ''drama'', ''family'', ''music'', ''romance'', ''scifi'']",['US'],tt3614814,4.1,7804,11.088,5.5
1395,Mascots,tm243121,MOVIE,2016,,89,['comedy'],['US'],tt4936176,5.8,7381,6.767,5.4
1397,The Do-Over,tm239707,MOVIE,2016,PG-13,108,"[''action'', ''comedy'']",['US'],tt4769836,5.7,45146,13.392,5.7
1398,Bo Burnham: Make Happy,tm242736,MOVIE,2016,,60,"[''comedy'', ''music'', ''documentation'']",['US'],tt5777636,8.4,14356,7.462,8.1
1403,For the Love of Spock,tm208903,MOVIE,2016,,105,['documentation'],"[''CA'', ''US'']",tt4572820,7.6,4349,10.672,7.5
1407,Dream/Killer,tm205437,MOVIE,2015,,107,"[''crime'', ''documentation'']",['US'],tt4504438,7.4,1938,4.566,6.7
1409,Amanda Knox,tm247642,MOVIE,2016,,92,"[''crime'', ''documentation'', ''european'']","[''DK'', ''US'']",tt5952332,6.9,23969,11.45,6.7
1410,Tallulah,tm219276,MOVIE,2016,,111,"[''drama'', ''romance'', ''comedy'']",['US'],tt1639084,6.7,20111,8.44,6.8
1411,By the Sea,tm135543,MOVIE,2015,R,122,"[''drama'', ''european'', ''romance'']","[''US'', ''FR'']",tt3707106,5.3,20541,9.388,5.6
1412,Marco Polo: One Hundred Eyes,tm233544,MOVIE,2015,,28,"[''action'', ''history'', ''drama'']",['US'],tt5248968,7.8,10742,9.676,7.2
1420,Results,tm138792,MOVIE,2015,R,105,"[''comedy'', ''romance'']",['US'],tt3824412,5.4,7073,7.885,5.1
1421,I Am the Pretty Thing That Lives in the House,tm244880,MOVIE,2016,,89,"[''thriller'', ''drama'', ''horror'']","[''CA'', ''US'']",tt5059406,4.6,14491,9.791,4.4
1425,Legends of the Hidden Temple,tm308241,MOVIE,2016,PG,68,['family'],['US'],tt5333842,5.7,896,6.75,6.8
1432,Sebastian Maniscalco: Why Would You Do That?,tm244052,MOVIE,2016,,63,['comedy'],['US'],tt6295304,7.3,1063,3.29,7.8
1436,Sleight,tm232953,MOVIE,2016,R,89,"[''thriller'', ''crime'', ''drama'', ''scifi'', ''action'']",['US'],tt4573516,5.9,8644,8.409,5.4
1437,Sniper: Ghost Shooter,tm240007,MOVIE,2016,R,100,['drama'],['US'],,,,24.896,6.6
1438,Middle School: The Worst Years of My Life,tm233493,MOVIE,2016,PG,92,"[''comedy'', ''family'', ''animation'']",['US'],tt4981636,6,8972,15.219,6.9
1440,Rock the Kasbah,tm140436,MOVIE,2015,R,100,"[''comedy'', ''music'', ''war'']","[''MA'', ''US'']",tt3165590,5.5,11963,11.689,5.4
1445,A Very Murray Christmas,tm228242,MOVIE,2015,,56,"[''comedy'', ''music'']",['US'],tt4537842,5.5,15428,6.405,5.3
1448,Kevin Hart: What Now?,tm209950,MOVIE,2016,R,96,"[''comedy'', ''documentation'']",['US'],tt4669186,5.9,9458,8.106,6.5
1449,Extraction,tm205935,MOVIE,2015,R,92,"[''thriller'', ''action'']","[''GB'', ''US'']",tt4382872,4.1,11180,19.682,4.6
1450,Tramps,tm244134,MOVIE,2016,,83,"[''romance'', ''comedy'', ''documentation'', ''european'']",['US'],tt9049178,6.5,5460,10.796,6.1
1453,LEGO Marvel Super Heroes: Avengers Reassembled!,tm233616,MOVIE,2015,,22,"[''animation'', ''comedy'', ''scifi'', ''action'']",['US'],tt5371572,6.1,843,13.662,6.5
1454,Incarnate,tm211510,MOVIE,2016,PG-13,91,"[''horror'', ''thriller'']",['US'],tt3216348,5.2,12918,14.776,5.4
1456,Term Life,tm219173,MOVIE,2016,R,93,"[''thriller'', ''action'', ''crime'', ''drama'']",['US'],tt2978102,5.6,7860,20.41,5.9
1459,Tig,tm214085,MOVIE,2015,,95,['documentation'],['US'],tt3986532,7.4,2649,5.604,7.2
1460,John Mulaney: The Comeback Kid,tm229542,MOVIE,2015,PG,62,"[''comedy'', ''documentation'']",['US'],tt5069564,7.9,8471,4.657,7.8
1464,Minimalism: A Documentary About the Important Things,tm241314,MOVIE,2015,,79,['documentation'],['US'],tt4685424,6.7,15656,10.028,6.6
1469,Lavender,tm246870,MOVIE,2016,,92,"[''thriller'', ''drama'']","[''CA'', ''US'']",tt9237490,5.3,7005,15.816,5.7
1471,True Memoirs of an International Assassin,tm266844,MOVIE,2016,PG-13,98,"[''action'', ''comedy'', ''crime'']",['US'],tt1542768,5.9,22466,12.817,5.8
1473,The Darkness,tm238748,MOVIE,2016,PG-13,92,"[''thriller'', ''horror'']",['US'],tt1878841,4.5,15848,14.011,4.8
1474,Hot Girls Wanted,tm193125,MOVIE,2015,,84,['documentation'],['US'],tt4382552,6.1,17447,44.727,5.9
1483,Anthony Jeselnik: Thoughts and Prayers,tm229140,MOVIE,2015,,59,['comedy'],['US'],,,,6.22,7.4
1494,Opening Night,tm139870,MOVIE,2016,,90,"[''comedy'', ''thriller'', ''drama'', ''action'', ''crime'']",['US'],tt8215284,6,2610,11.431,5.9
1495,LEGO Jurassic World: The Indominus Escape,tm266628,MOVIE,2016,G,24,"[''family'', ''animation'', ''comedy'']",['US'],,,,13.027,5.7
1497,"Surviving Compton: Dre, Suge and Michel''le",tm267429,MOVIE,2016,,87,"[''drama'', ''documentation'']",['US'],tt8070856,6.6,645,3.512,6.3
1507,Mercy,tm239947,MOVIE,2016,,82,"[''thriller'', ''drama'']",['US'],tt5710042,4.1,3402,9.957,4.3
1510,Septembers of Shiraz,tm218186,MOVIE,2015,PG-13,110,"[''drama'', ''thriller'', ''western'']",['US'],tt3661298,7.9,38,8.075,5.8
1511,Ordinary World,tm242755,MOVIE,2016,,86,"[''drama'', ''family'', ''comedy'', ''music'']",['US'],tt6102594,5.5,3034,7.766,6
1515,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,tm242002,MOVIE,2016,,74,['comedy'],['US'],tt5571712,5.6,614,2.907,5.8
1517,Demetri Martin: Live (At The Time),tm220317,MOVIE,2015,,61,"[''comedy'', ''documentation'']",['US'],tt4512714,7.4,2163,4.491,6.9
1520,Rebirth,tm244638,MOVIE,2016,,101,['thriller'],['US'],tt4902716,4.9,5156,6.244,4.6
1521,Audrie & Daisy,tm232954,MOVIE,2016,,95,"[''documentation'', ''crime'']",['US'],tt5278460,7.2,6586,8.819,7.2
1523,Riot,tm225275,MOVIE,2015,,87,['action'],['US'],tt4642044,5.1,3332,13.12,5.9
1524,Anjelah Johnson: Not Fancy,tm227922,MOVIE,2015,,63,"[''comedy'', ''documentation'']",['US'],tt4199110,5.7,686,3.318,4.8
1527,Colin Quinn: The New York Story,tm272413,MOVIE,2016,,62,['comedy'],['US'],tt6257714,6.8,990,3.746,6.3
1532,Tony Robbins: I Am Not Your Guru,tm239762,MOVIE,2016,,115,['documentation'],['US'],tt5151716,6.7,4335,9.812,6.6
1533,I Am Michael,tm132524,MOVIE,2015,,98,"[''drama'', ''romance'']",['US'],tt5116866,5.6,5495,8.06,5.6
1534,Justin Timberlake + The Tennessee Kids,tm245297,MOVIE,2016,,90,"[''documentation'', ''music'']",['US'],tt5001772,7.8,2173,4.71,7.6
1543,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,tm281182,MOVIE,2016,PG-13,87,"[''comedy'', ''documentation'']",['US'],tt6302122,7.4,2519,4.242,7.2
1545,Jim Jefferies: Freedumb,tm245148,MOVIE,2016,R,86,"[''comedy'', ''documentation'']",['US'],tt5849950,7.7,5393,6.07,7.3
1549,6 Years,tm195764,MOVIE,2015,,84,"[''romance'', ''drama'']",['US'],tt3984280,5.6,12441,8.384,5.4
1551,Manson Family Vacation,tm195870,MOVIE,2015,,85,"[''drama'', ''comedy'', ''thriller'']",['US'],tt4154218,5.8,2965,7.823,5.9
1552,Garfunkel and Oates: Trying to be Special,tm246056,MOVIE,2016,,62,"[''comedy'', ''music'']",['US'],tt5602318,7.3,899,3.59,7.5
1554,Strange Weather,tm240895,MOVIE,2016,R,95,['drama'],['US'],tt5205210,6,1499,12.599,6
1555,Rainbow Time,tm246579,MOVIE,2016,,91,"[''drama'', ''comedy'']",['US'],tt5167174,5.9,710,4.336,5.9
1556,Extremis,tm243849,MOVIE,2016,,24,['documentation'],['US'],,,,5.349,7.1
1563,Open Season: Scared Silly,tm238829,MOVIE,2015,PG,85,['animation'],"[''US'', ''CA'']",,,,25.774,5.9
1574,Jeff Dunham: Unhinged in Hollywood,tm225675,MOVIE,2015,PG,60,['comedy'],['US'],tt5038776,6.7,713,3.278,6.2
1575,Tom Segura: Mostly Stories,tm233023,MOVIE,2016,,73,"[''comedy'', ''documentation'']",['US'],tt4970632,7.5,3508,4.573,7
1578,Colin Quinn: Unconstitutional,tm220473,MOVIE,2015,,55,['comedy'],['US'],tt4392266,7,465,1.542,6.9
1579,Keith Richards: Under the Influence,tm225693,MOVIE,2015,PG,82,"[''music'', ''documentation'']",['US'],tt4900018,7.1,3357,5.617,6.8
1583,Ralphie May: Unruly,tm199987,MOVIE,2015,,83,['comedy'],['US'],,,,3.016,4.3
1586,4K Fireplace,tm421855,MOVIE,2015,G,181,"[''family'', ''reality'']",['US'],tt5275236,7.7,48,1.336,6.8
1593,I Called Him Morgan,tm244559,MOVIE,2016,,91,"[''music'', ''documentation'', ''history'', ''drama'', ''european'']","[''SE'', ''US'']",tt4170344,7.3,1785,5.671,7.2
1598,XOXO,tm239774,MOVIE,2016,,92,"[''music'', ''drama'']",['US'],tt4855748,5.3,6981,18.472,6
